streaming_movies,number_of_referrals,total_extra_data_charges,multiple_lines,total_revenue,paperless_billing,phone_service,total_charges,internet_service,tenure_in_months,age,streaming_tv,customer_id,state,gender,online_backup,online_security,internet_type,device_protection_plan,contract,monthly_charge,unlimited_data,married,streaming_music,payment_method,total_refunds,total_long_distance_charges,churn
1,0,0,1,5330.0,1,1,4188.4,1,40,74,1,7251-LJBQN,California,Female,0,0,Fiber Optic,1,One Year,103.75,1,0,0,Credit Card,0.0,1141.6,0
0,6,0,0,1343.93,0,1,540.05,0,29,23,0,4709-LKHYG,California,Female,0,0,,0,One Year,20.0,0,1,0,Bank Withdrawal,0.0,803.88,0
1,0,10,0,684.93,0,1,575.45,1,6,53,1,6101-IMRMM,California,Male,0,0,Fiber Optic,1,Month-to-Month,94.5,0,0,1,Mailed Check,0.0,99.48,1
0,0,0,0,1645.5,0,1,457.3,0,26,63,0,4795-UXVCJ,California,Male,0,0,,0,One Year,19.8,0,0,0,Credit Card,0.0,1188.2,0
1,0,0,0,1414.55,1,1,1156.1,1,15,78,0,4631-OACRM,California,Male,0,0,Fiber Optic,0,Month-to-Month,79.4,1,0,0,Bank Withdrawal,0.0,258.45,1
0,0,0,0,46.92,1,1,42.9,1,1,47,0,6959-UWKHF,California,Male,0,0,Cable,0,Month-to-Month,42.9,1,0,0,Bank Withdrawal,0.0,4.02,1
0,1,0,0,1626.05,1,0,1626.05,1,42,37,1,8644-XYTSV,California,Male,0,1,DSL,0,Month-to-Month,40.15,1,1,0,Bank Withdrawal,0.0,0.0,0
1,0,0,0,94.71,1,1,89.35,1,1,38,1,4273-MBHYA,California,Female,0,0,Fiber Optic,0,Month-to-Month,89.35,1,0,1,Bank Withdrawal,0.0,5.36,0
0,1,0,1,4616.95,0,1,1787.35,0,72,64,0,6976-BWGLQ,California,Female,0,0,,0,Two Year,25.2,0,1,0,Bank Withdrawal,0.0,2829.6,0
0,0,0,0,524.31,1,1,480.6,1,12,33,0,3945-GFWQL,California,Female,0,0,DSL,0,Month-to-Month,44.55,0,0,0,Bank Withdrawal,18.21,61.92,1
1,1,0,0,4450.34,0,1,3126.45,1,41,20,1,2516-XSJKX,California,Female,1,1,DSL,0,Two Year,78.45,1,1,1,Bank Withdrawal,0.0,1323.89,0
0,0,0,0,76.84,0,1,44.4,1,1,45,0,6982-SSHFK,California,Male,0,0,DSL,0,Month-to-Month,44.4,1,0,0,Mailed Check,0.0,32.44,1
0,0,0,0,556.15,0,1,374.8,1,5,72,0,6458-CYIDZ,California,Female,1,1,Fiber Optic,0,Month-to-Month,80.7,1,0,0,Bank Withdrawal,0.0,181.35,0
1,0,0,0,7733.46,0,1,5424.25,1,53,46,0,0320-DWVTU,California,Female,1,1,Fiber Optic,1,Two Year,99.5,1,0,1,Credit Card,0.0,2309.21,0
1,1,10,1,347.78,1,1,242.95,1,3,33,0,5095-AESKG,California,Female,1,0,Fiber Optic,0,Month-to-Month,91.5,0,1,1,Credit Card,0.0,94.83,1
0,0,0,0,69.7,0,1,55.05,1,1,59,0,3577-AMVUX,California,Male,0,0,Cable,1,Month-to-Month,55.05,1,0,0,Credit Card,0.0,14.65,0
0,0,0,1,3051.8,0,1,1279.0,0,53,24,0,3785-KTYSH,California,Male,0,0,,0,Two Year,24.6,0,0,0,Credit Card,37.68,1810.48,0
0,6,0,1,8249.21,1,1,5869.4,1,69,33,0,1170-SASML,California,Female,1,0,Fiber Optic,1,Month-to-Month,85.4,1,1,0,Bank Withdrawal,0.0,2379.81,0
1,7,0,0,2433.6,1,1,2338.35,1,25,51,1,7011-CVEUC,California,Male,0,0,Fiber Optic,0,Month-to-Month,95.7,1,1,1,Credit Card,0.0,95.25,0
1,1,0,1,2580.72,1,1,2484.0,1,31,47,1,2486-WYVVE,California,Male,0,0,DSL,1,One Year,79.3,1,1,1,Credit Card,0.0,96.72,0
0,0,0,0,253.45,1,1,216.9,1,5,47,0,6633-MPWBS,California,Male,0,0,DSL,0,Month-to-Month,49.2,1,0,0,Bank Withdrawal,0.0,36.55,1
1,0,0,0,198.0,0,0,198.0,1,5,79,1,3317-HRTNN,California,Female,0,0,DSL,0,Month-to-Month,45.7,1,0,0,Bank Withdrawal,0.0,0.0,1
0,9,0,1,178.51,1,1,134.05,1,2,40,1,3489-HHPFY,California,Female,0,0,Fiber Optic,0,Month-to-Month,84.05,1,1,0,Bank Withdrawal,0.0,44.46,0
1,7,0,0,3794.5,1,0,3794.5,1,68,42,1,8819-WFGGJ,California,Male,0,1,Cable,1,Two Year,54.1,1,1,1,Bank Withdrawal,0.0,0.0,0
1,0,0,0,1596.6,0,0,1596.6,1,45,67,0,0723-VSOBE,California,Female,0,0,Cable,0,One Year,34.2,0,0,0,Bank Withdrawal,0.0,0.0,0
1,9,0,1,4877.06,1,1,3956.7,1,38,34,1,8378-LKJAF,California,Male,0,0,Fiber Optic,1,Month-to-Month,101.15,1,1,1,Credit Card,0.0,920.36,0
0,0,0,0,81.51,0,1,50.55,1,1,36,0,6689-KXGBO,California,Female,1,0,DSL,0,Month-to-Month,50.55,1,0,0,Bank Withdrawal,0.0,30.96,1
0,0,10,0,2477.54,0,1,1830.1,1,32,69,0,6035-BXTTY,California,Female,1,0,DSL,0,One Year,54.65,0,0,0,Bank Withdrawal,0.0,637.44,0
1,0,0,1,366.54,1,1,338.9,1,4,19,0,0697-ZMSWS,California,Male,0,0,Fiber Optic,0,Month-to-Month,85.65,1,0,1,Bank Withdrawal,0.0,27.64,1
0,2,0,0,974.63,0,1,357.7,0,19,49,0,8748-HFWBO,California,Male,0,0,,0,One Year,19.9,0,1,0,Credit Card,0.0,616.93,0
1,0,0,0,893.55,1,0,893.55,1,19,27,1,4081-DYXAV,California,Female,0,0,DSL,0,One Year,44.85,1,0,1,Credit Card,0.0,0.0,1
0,0,0,0,856.35,1,0,856.35,1,29,53,0,1432-FPAXX,California,Female,1,0,DSL,0,Month-to-Month,30.6,1,0,0,Bank Withdrawal,0.0,0.0,1
1,7,0,1,5911.42,1,1,4972.1,1,46,76,1,7576-JMYWV,California,Female,1,1,Fiber Optic,0,Two Year,110.2,1,1,0,Bank Withdrawal,0.0,939.32,0
0,0,0,0,1020.0,0,1,552.9,0,27,26,0,5849-ASHZJ,California,Male,0,0,,0,One Year,20.05,0,0,0,Credit Card,0.0,467.1,0
1,0,0,1,5344.06,1,1,4577.75,1,52,32,0,6900-RBKER,California,Male,0,0,Fiber Optic,1,Two Year,89.45,1,0,1,Credit Card,18.89,785.2,0
1,1,0,1,5581.55,1,1,4284.8,1,39,65,1,8111-SLLHI,California,Male,1,0,Fiber Optic,1,Month-to-Month,105.65,1,1,1,Bank Withdrawal,0.0,1296.75,1
0,0,0,0,596.57,0,1,184.1,0,9,34,0,8735-NBLWT,California,Male,0,0,,0,Month-to-Month,20.4,0,0,0,Credit Card,0.0,412.47,0
0,7,0,0,356.8,1,1,218.5,0,10,55,0,7094-MSZAO,California,Male,0,0,,0,Month-to-Month,20.05,0,1,0,Credit Card,0.0,138.3,0
0,0,0,0,57.33,1,1,45.6,1,1,31,0,2082-CEFLT,California,Male,0,0,DSL,0,Month-to-Month,45.6,1,0,0,Bank Withdrawal,0.0,11.73,1
0,0,0,0,1613.47,1,1,844.45,0,42,24,0,5542-NKVRU,California,Female,0,0,,0,Two Year,20.75,0,0,0,Bank Withdrawal,0.0,769.02,0
0,1,0,1,8850.46,1,1,7015.9,1,72,32,1,1937-OTUKY,California,Female,0,1,Fiber Optic,1,Two Year,98.2,1,1,0,Bank Withdrawal,0.0,1834.56,0
0,0,0,0,476.8,0,0,476.8,1,18,32,0,4819-HJPIW,California,Male,0,0,DSL,0,Month-to-Month,25.15,1,0,0,Credit Card,0.0,0.0,0
0,4,0,0,3603.81,0,1,1079.65,0,58,52,0,3777-XROBG,California,Female,0,0,,0,Two Year,19.55,0,1,0,Credit Card,0.0,2524.16,0
0,0,0,0,47.03,0,1,19.95,0,1,44,0,6286-SUUWT,California,Male,0,0,,0,Month-to-Month,19.95,0,0,0,Credit Card,0.0,27.08,0
1,0,0,0,2348.67,1,1,2243.9,1,29,30,1,5832-TRLPB,California,Male,0,0,Cable,1,One Year,75.35,1,0,1,Bank Withdrawal,2.24,107.01,0
1,0,0,1,1999.38,1,1,1640.0,1,17,58,0,3853-LYGAM,California,Male,0,0,Fiber Optic,1,Month-to-Month,95.65,1,0,1,Bank Withdrawal,0.0,359.38,0
1,0,0,1,7994.05,1,1,6382.55,1,55,70,1,8016-NCFVO,California,Male,1,1,Fiber Optic,1,Month-to-Month,116.5,1,0,0,Bank Withdrawal,0.0,1611.5,0
0,0,0,1,2513.99,1,1,2277.65,1,26,68,1,6005-OBZPH,California,Female,1,0,Fiber Optic,0,Month-to-Month,89.15,1,0,0,Bank Withdrawal,0.0,236.34,1
1,3,0,1,9744.69,0,1,6510.45,1,72,23,1,7408-OFWXJ,California,Female,1,1,DSL,1,Two Year,89.8,1,1,1,Credit Card,0.0,3234.24,0
0,0,0,0,6071.8,1,1,4664.2,1,46,27,1,8910-ICHIU,California,Female,1,1,Fiber Optic,1,One Year,95.65,1,0,0,Credit Card,0.0,1407.6,0
1,1,0,1,1145.28,1,1,1131.2,1,11,78,1,2012-NWRPA,California,Female,0,0,Fiber Optic,1,Month-to-Month,99.55,1,1,0,Bank Withdrawal,0.0,14.08,1
0,10,0,1,4024.6,1,1,1681.6,0,71,59,0,3612-YVGSJ,California,Female,0,0,,0,Two Year,24.45,0,1,0,Credit Card,0.0,2343.0,0
0,10,0,1,6831.53,1,1,6735.05,1,72,73,0,7322-OCWHC,California,Male,1,1,Fiber Optic,1,Two Year,93.05,1,1,0,Bank Withdrawal,0.0,96.48,0
1,1,0,1,7611.72,0,1,6075.9,1,66,19,1,7975-JMZNT,California,Male,1,1,DSL,1,Two Year,91.7,1,1,1,Bank Withdrawal,0.0,1535.82,0
0,0,0,0,273.52,1,1,189.2,1,2,55,0,8433-WXGNA,California,Male,0,1,Cable,0,Month-to-Month,75.7,1,0,0,Bank Withdrawal,0.0,84.32,1
1,0,0,0,322.62,1,1,238.5,1,4,33,0,6402-EJMWF,California,Male,0,0,DSL,0,Month-to-Month,55.3,1,0,1,Credit Card,0.0,84.12,0
1,0,0,0,103.96,1,1,81.1,1,1,53,0,4614-NUVZD,California,Female,0,0,Fiber Optic,0,Month-to-Month,81.1,1,0,1,Bank Withdrawal,0.0,22.86,1
0,0,0,0,2636.14,1,1,1567.0,0,72,56,0,5893-KCLGT,California,Female,0,0,,0,Two Year,19.75,0,0,0,Credit Card,25.98,1095.12,0
0,0,0,0,24.7,1,0,24.7,1,1,47,0,2862-PFNIK,California,Male,0,0,Cable,0,Month-to-Month,24.7,0,0,0,Bank Withdrawal,0.0,0.0,0
1,1,140,1,5269.02,1,1,4533.9,1,43,80,1,8327-LZKAS,California,Female,0,0,Cable,1,One Year,107.55,0,1,0,Bank Withdrawal,0.0,595.12,1
1,0,40,1,8645.72,1,1,6219.6,1,58,34,1,3685-YLCMQ,California,Male,0,0,Fiber Optic,1,One Year,104.65,0,0,1,Bank Withdrawal,0.0,2386.12,1
1,0,40,0,7734.13,0,1,4361.55,1,67,29,0,6625-IUTTT,California,Male,0,1,Cable,1,Two Year,65.55,0,0,1,Bank Withdrawal,0.0,3332.58,0
1,7,0,1,5889.13,1,1,4693.2,1,59,34,1,4759-PXTAN,California,Female,1,0,DSL,0,One Year,80.1,1,1,1,Bank Withdrawal,0.0,1195.93,0
0,4,0,0,1486.19,0,1,1125.2,1,21,57,1,4338-EYCER,California,Male,0,0,DSL,0,Month-to-Month,54.6,1,1,0,Bank Withdrawal,0.0,360.99,0
1,0,0,0,643.45,1,1,425.9,1,5,62,0,0876-WDUUZ,California,Female,0,0,Fiber Optic,0,Month-to-Month,85.4,1,0,1,Credit Card,0.0,217.55,1
0,4,0,0,1179.92,0,1,417.65,0,20,21,0,4712-UYOOI,California,Female,0,0,,0,Month-to-Month,20.0,0,1,0,Bank Withdrawal,9.73,772.0,0
0,0,0,1,4155.97,1,1,2659.45,1,36,80,0,4948-WBBKL,California,Female,0,0,Fiber Optic,0,Two Year,74.9,1,0,0,Bank Withdrawal,0.0,1496.52,0
0,0,0,1,2108.0,0,1,1813.35,0,71,33,0,3261-CQXOL,California,Female,0,0,,0,Two Year,25.45,0,1,0,Bank Withdrawal,0.0,294.65,0
0,0,0,0,1764.38,0,1,784.25,0,37,28,0,8917-FAEMR,California,Female,0,0,,0,Two Year,19.85,0,0,0,Credit Card,0.0,980.13,0
0,1,0,0,559.67,1,1,467.55,1,7,75,0,5931-FLJJF,California,Male,0,0,Fiber Optic,0,Month-to-Month,70.1,1,1,0,Credit Card,20.23,112.35,1
0,0,0,0,493.05,0,1,465.45,0,23,50,0,9801-NOSHQ,California,Male,0,0,,0,One Year,19.8,0,0,0,Credit Card,0.0,27.6,0
0,0,0,1,1224.96,1,1,1052.4,1,12,57,1,0135-NMXAP,California,Female,1,0,Fiber Optic,0,Month-to-Month,89.75,1,0,0,Bank Withdrawal,0.0,172.56,1
1,7,0,1,5776.64,1,1,5576.3,1,53,40,1,3567-PQTSO,California,Male,1,0,Fiber Optic,1,One Year,105.25,1,1,1,Bank Withdrawal,0.0,200.34,0
1,6,0,1,5014.77,1,1,4613.95,1,49,56,1,0701-RFGFI,California,Female,0,0,Fiber Optic,0,Month-to-Month,95.4,1,1,1,Bank Withdrawal,0.0,400.82,0
1,0,0,0,113.81,1,1,90.75,1,1,26,1,2725-KXXWT,California,Male,0,0,Fiber Optic,0,Month-to-Month,90.75,1,1,1,Bank Withdrawal,0.0,23.06,1
1,1,0,1,2814.35,1,1,2698.35,1,29,25,0,2082-OJVTK,California,Male,0,0,Fiber Optic,1,Month-to-Month,89.2,1,1,1,Bank Withdrawal,0.0,116.0,1
1,1,0,0,772.11,1,1,676.7,1,7,75,1,9134-CEQMF,California,Male,0,0,Fiber Optic,0,Month-to-Month,89.5,1,1,0,Bank Withdrawal,0.0,95.41,1
0,0,10,1,2265.4,1,1,1745.2,1,20,78,1,8875-AKBYH,California,Male,0,0,Fiber Optic,0,Two Year,84.35,0,0,0,Bank Withdrawal,0.0,510.2,0
0,0,0,0,2090.98,1,1,1275.7,1,24,60,0,9828-QHFBK,California,Male,0,1,DSL,0,Month-to-Month,51.15,1,0,0,Bank Withdrawal,0.0,815.28,0
0,7,0,1,3754.95,1,1,1790.8,0,72,49,0,9430-NKQLY,California,Male,0,0,,0,Two Year,25.1,0,1,0,Credit Card,46.81,2010.96,0
0,10,0,1,1645.24,1,1,1096.65,1,17,58,0,1536-YHDOE,California,Male,0,1,Cable,0,One Year,62.1,1,1,0,Credit Card,0.0,548.59,0
0,1,0,0,160.97,1,1,141.45,1,2,28,0,8835-VSDSE,California,Female,0,0,Cable,0,Month-to-Month,70.7,1,1,0,Bank Withdrawal,0.0,19.52,1
0,0,0,0,81.3,0,1,43.8,1,1,39,0,1478-VPOAD,California,Female,0,0,DSL,0,Month-to-Month,43.8,1,0,0,Bank Withdrawal,0.0,37.5,0
0,0,0,1,6023.63,1,1,3829.75,1,52,75,0,7693-QPEFS,California,Male,0,0,Fiber Optic,0,Two Year,72.95,1,0,0,Bank Withdrawal,0.0,2193.88,0
0,0,0,0,24.6,0,0,24.6,1,1,39,0,9227-LUNBG,California,Female,0,0,DSL,0,Month-to-Month,24.6,1,0,0,Bank Withdrawal,0.0,0.0,1
0,0,0,0,533.05,0,1,237.7,0,11,52,0,9442-JTWDL,California,Female,0,0,,0,One Year,20.05,0,0,0,Credit Card,0.0,295.35,0
1,5,0,1,1451.75,1,1,1322.55,1,17,29,1,6217-TOWGS,California,Female,1,0,DSL,0,Month-to-Month,75.4,1,1,1,Bank Withdrawal,0.0,129.2,0
1,0,0,0,7989.93,1,1,5426.85,1,52,21,1,6769-DCQLI,California,Male,1,0,Fiber Optic,1,One Year,105.0,1,0,1,Bank Withdrawal,0.0,2563.08,1
1,9,0,1,6027.64,1,1,4428.6,1,38,59,1,9356-AXGMP,California,Male,0,1,Fiber Optic,1,One Year,110.7,1,1,1,Bank Withdrawal,0.0,1599.04,0
1,3,0,1,9045.2,1,1,8250.0,1,70,45,1,3396-DKDEL,California,Female,1,1,Fiber Optic,1,Two Year,115.15,1,1,1,Credit Card,0.0,795.2,0
1,0,0,0,526.16,1,1,455.3,1,6,53,1,2672-HUYVI,California,Female,0,0,Fiber Optic,0,Month-to-Month,91.1,1,0,1,Bank Withdrawal,0.0,70.86,1
0,9,0,1,2365.95,1,1,1551.6,0,61,23,0,4018-PPNDW,California,Female,0,0,,0,Two Year,24.1,0,1,0,Credit Card,0.0,814.35,0
0,0,0,0,25.35,0,0,25.35,1,1,31,0,6158-HDPXZ,California,Male,0,0,DSL,0,Month-to-Month,25.35,1,0,0,Credit Card,0.0,0.0,0
0,1,0,0,4588.15,0,1,2553.7,1,45,21,0,1716-LSAMB,California,Male,0,1,Cable,0,Two Year,54.65,1,1,0,Bank Withdrawal,0.0,2034.45,0
1,0,0,1,923.6,0,1,858.6,1,10,20,0,8734-DKSTZ,California,Female,0,0,Fiber Optic,0,Month-to-Month,85.95,1,1,1,Bank Withdrawal,0.0,65.0,0
0,0,0,0,862.04,0,1,637.4,1,9,65,0,7020-OZKXZ,California,Female,0,0,Fiber Optic,1,Two Year,75.5,1,0,0,Credit Card,0.0,224.64,0
0,0,0,1,716.65,1,1,606.25,1,8,74,0,7130-VTEWQ,California,Female,0,0,Fiber Optic,0,Month-to-Month,75.75,1,0,0,Bank Withdrawal,0.0,110.4,1
1,0,0,1,7148.09,0,1,4920.55,1,49,56,1,6988-CJEYV,California,Male,1,0,Fiber Optic,0,Month-to-Month,98.7,1,0,1,Bank Withdrawal,0.0,2227.54,0
0,9,0,1,2974.69,0,1,1626.4,0,71,39,0,0562-HKHML,California,Male,0,0,,0,Two Year,23.9,0,1,0,Credit Card,0.0,1348.29,0
1,0,0,1,4286.71,1,1,3549.25,1,34,51,1,5380-WJKOV,California,Male,1,0,Fiber Optic,1,Month-to-Month,106.35,1,0,1,Bank Withdrawal,0.0,737.46,1
1,0,0,0,6908.9,0,1,4801.1,1,60,62,1,8782-NUUOL,California,Male,0,1,DSL,1,One Year,79.0,1,0,1,Credit Card,0.0,2107.8,0
0,0,0,1,1613.67,1,1,1261.35,1,16,70,0,3703-KBKZP,California,Male,0,0,Fiber Optic,0,Two Year,74.45,1,0,0,Bank Withdrawal,0.0,352.32,0
0,0,0,0,121.4,1,1,79.1,1,1,65,1,8580-AECUZ,California,Male,0,0,Fiber Optic,0,Month-to-Month,79.1,1,0,0,Bank Withdrawal,0.0,42.3,1
0,0,0,0,500.59,1,1,460.25,0,27,43,0,7956-XQWGU,California,Male,0,0,,0,Month-to-Month,19.4,0,0,0,Credit Card,29.59,69.93,0
0,0,0,0,957.67,1,1,524.35,1,12,47,0,1600-DILPE,California,Female,0,0,DSL,0,Month-to-Month,45.0,1,0,0,Bank Withdrawal,0.0,433.32,0
0,1,0,1,7856.1,1,1,5742.9,1,60,59,1,0407-BDJKB,California,Male,1,0,Fiber Optic,1,Month-to-Month,95.75,1,1,0,Bank Withdrawal,0.0,2113.2,1
0,7,0,0,4972.5,1,1,3673.15,1,65,63,0,8498-XXGWA,California,Female,0,1,DSL,1,Month-to-Month,55.15,1,1,0,Credit Card,0.0,1299.35,0
0,7,0,0,2593.73,0,1,1785.65,1,28,32,0,4134-BSXLX,California,Male,1,1,Cable,0,Month-to-Month,60.9,1,1,0,Mailed Check,0.0,808.08,0
0,8,0,0,281.23,0,1,138.85,0,6,54,0,4020-KIUDI,California,Male,0,0,,0,Month-to-Month,19.85,0,1,0,Credit Card,0.0,142.38,0
1,0,0,0,5867.56,1,1,4138.9,1,47,33,1,0840-DCNZE,California,Male,1,1,DSL,1,One Year,86.95,1,0,1,Bank Withdrawal,0.0,1728.66,0
1,1,0,0,1026.6,0,1,990.85,1,18,53,0,4695-VADHF,California,Male,0,0,DSL,1,Month-to-Month,57.45,1,1,1,Bank Withdrawal,15.73,51.48,1
0,7,140,0,1802.05,1,0,1662.05,1,35,59,1,9885-MFVSU,California,Female,0,1,DSL,0,Two Year,46.35,0,1,0,Credit Card,0.0,0.0,0
0,0,0,1,606.75,1,1,424.15,1,5,30,0,2952-QAYZF,California,Male,1,0,Fiber Optic,1,Month-to-Month,85.3,1,0,0,Bank Withdrawal,0.0,182.6,1
0,0,0,0,1894.77,0,1,1399.35,0,69,24,0,8232-UTFOZ,California,Male,0,0,,0,Two Year,19.95,0,0,0,Credit Card,0.0,495.42,0
1,4,0,1,7527.95,1,1,5676.65,1,55,54,1,3005-TYFRD,California,Female,1,0,Fiber Optic,1,Month-to-Month,103.65,1,1,1,Credit Card,0.0,1851.3,0
1,1,0,1,2708.38,1,1,2249.95,1,21,27,1,1309-BXVOQ,California,Male,0,0,Fiber Optic,1,Month-to-Month,106.1,1,1,1,Bank Withdrawal,0.0,458.43,1
0,9,0,0,1909.75,0,1,1218.45,0,62,55,0,2236-HILPA,California,Male,0,0,,0,Two Year,20.65,0,1,0,Credit Card,0.0,691.3,0
0,4,0,0,2646.25,1,1,1303.25,0,68,47,0,2181-TIDSV,California,Male,0,0,,0,Two Year,19.95,0,1,0,Bank Withdrawal,0.0,1343.0,0
1,0,0,1,6579.37,0,1,5708.2,1,71,51,0,7998-WNZEM,California,Male,1,1,DSL,1,Two Year,80.6,1,0,1,Bank Withdrawal,0.0,871.17,0
0,6,0,0,2246.05,0,1,1296.8,1,25,34,0,3099-OONVS,California,Male,0,1,DSL,0,Month-to-Month,54.3,1,1,0,Bank Withdrawal,0.0,949.25,0
0,0,0,0,668.83,0,1,445.95,1,7,19,1,7319-VENRZ,California,Male,0,0,Cable,1,Month-to-Month,64.3,1,0,0,Bank Withdrawal,0.0,222.88,0
1,0,0,0,4530.3,1,1,4483.95,1,45,27,1,0853-NWIFK,California,Female,1,1,Fiber Optic,0,One Year,100.3,1,0,1,Bank Withdrawal,0.0,46.35,0
0,6,0,0,2378.94,0,1,2289.9,1,28,64,1,1785-BPHTP,California,Male,0,0,Fiber Optic,1,Month-to-Month,85.45,1,1,0,Bank Withdrawal,0.0,89.04,0
1,4,50,1,4577.04,1,1,3834.4,1,36,54,0,1621-YNCJH,California,Female,1,1,Fiber Optic,1,Two Year,106.05,0,1,1,Credit Card,0.0,692.64,0
0,9,0,0,3334.76,0,0,3353.4,1,71,74,0,5227-JSCFE,California,Male,1,1,DSL,1,Two Year,46.35,1,1,0,Credit Card,18.64,0.0,0
1,1,0,0,115.71,0,1,80.0,1,1,48,0,1448-PWKYE,California,Male,0,0,Cable,0,Month-to-Month,80.0,1,1,1,Bank Withdrawal,0.0,35.71,1
0,8,0,0,595.65,1,1,356.1,1,5,20,1,6786-OBWQR,California,Female,0,0,Fiber Optic,0,Month-to-Month,80.85,1,1,0,Bank Withdrawal,0.0,239.55,0
0,1,0,0,499.41,1,1,180.3,0,11,35,0,4946-EDSEW,California,Female,0,0,,0,Month-to-Month,19.25,0,1,0,Credit Card,0.0,319.11,1
0,0,0,0,689.45,0,1,612.95,1,10,32,1,7143-BQIBA,California,Male,0,1,DSL,0,Month-to-Month,62.25,1,0,0,Bank Withdrawal,0.0,76.5,0
1,1,0,1,7900.21,1,1,6425.65,1,72,71,1,3146-MSEGF,California,Female,1,1,DSL,1,Two Year,88.05,1,1,1,Credit Card,0.0,1474.56,0
0,0,0,0,1976.51,1,1,1093.2,1,19,62,1,4003-FUSHP,California,Male,0,0,Cable,0,Month-to-Month,61.55,1,0,0,Credit Card,0.0,883.31,0
0,0,0,1,3658.08,1,1,2421.6,1,42,23,0,4445-KWOKW,California,Female,1,1,Cable,0,One Year,60.15,1,0,1,Bank Withdrawal,0.0,1236.48,0
0,7,0,0,2962.0,0,0,2962.0,1,72,36,0,0526-SXDJP,California,Male,1,1,Cable,1,Two Year,42.1,1,1,0,Bank Withdrawal,0.0,0.0,0
0,0,0,0,1216.58,0,1,709.5,1,14,19,0,1629-DQQVB,California,Female,0,1,Cable,0,Month-to-Month,50.1,1,0,0,Bank Withdrawal,0.0,507.08,0
0,0,10,1,148.4,1,1,88.8,1,1,77,1,3068-OMWZA,California,Male,0,0,Fiber Optic,1,Month-to-Month,88.8,0,0,0,Bank Withdrawal,0.0,49.6,1
1,0,0,0,417.7,1,1,346.4,1,5,52,1,6715-OFDBP,California,Male,0,0,DSL,1,Month-to-Month,70.05,1,0,1,Bank Withdrawal,0.0,71.3,1
1,0,0,0,100.2,1,1,85.0,1,1,60,0,1628-BIZYP,California,Male,1,0,Fiber Optic,0,Month-to-Month,85.0,1,0,1,Bank Withdrawal,0.0,15.2,0
0,5,40,1,3062.75,0,1,1958.45,1,29,26,1,8690-UPCZI,California,Male,0,1,DSL,0,One Year,69.05,0,1,0,Bank Withdrawal,0.0,1064.3,0
1,0,0,1,7806.02,1,1,4798.4,1,66,56,0,0771-CHWSK,California,Male,1,1,DSL,1,Two Year,74.6,1,0,1,Credit Card,0.0,3007.62,0
1,7,0,1,8063.56,1,1,7589.8,1,72,44,1,0392-BZIUW,California,Female,0,1,Fiber Optic,1,Two Year,105.0,1,1,1,Credit Card,0.0,473.76,0
0,0,0,0,214.75,0,0,214.75,1,5,74,1,9708-HPXWZ,California,Male,0,0,DSL,1,Two Year,45.4,1,0,0,Credit Card,0.0,0.0,0
0,0,0,0,3867.57,1,1,3692.85,1,39,29,1,2237-ZFSMY,California,Female,0,1,Fiber Optic,1,One Year,95.55,1,0,1,Bank Withdrawal,0.0,174.72,1
0,0,0,1,69.54,1,1,25.7,0,1,30,0,2712-SYWAY,California,Female,0,0,,0,Month-to-Month,25.7,0,0,0,Bank Withdrawal,0.0,43.84,0
0,0,0,1,1225.94,1,1,1036.75,1,14,67,0,9685-WKZGT,California,Male,0,0,Fiber Optic,0,Month-to-Month,74.95,1,0,0,Bank Withdrawal,39.29,228.48,1
0,1,0,1,2240.09,0,1,1245.05,0,48,59,0,5939-SXWHM,California,Male,0,0,,0,Two Year,26.3,0,1,0,Bank Withdrawal,0.0,995.04,0
1,9,120,1,10411.33,0,1,7887.25,1,72,27,1,9802-CAQUT,California,Female,1,1,Fiber Optic,1,Two Year,109.55,0,1,1,Credit Card,0.0,2404.08,0
0,0,0,0,4103.13,1,1,2224.5,1,39,23,1,1898-JSNDC,California,Female,1,0,DSL,0,One Year,58.6,1,0,0,Credit Card,0.0,1878.63,0
0,0,0,0,2872.26,1,1,2001.5,1,22,39,1,1902-XBTFB,California,Male,1,0,Fiber Optic,1,Month-to-Month,89.4,1,0,0,Bank Withdrawal,0.0,870.76,1
1,1,130,1,1863.46,1,1,1465.75,1,19,59,0,5940-NFXKV,California,Male,0,0,Fiber Optic,0,Month-to-Month,83.65,0,1,1,Bank Withdrawal,0.0,267.71,1
1,10,0,0,4187.23,0,1,3522.65,1,47,55,1,8313-AFGBW,California,Male,1,0,DSL,1,Two Year,73.6,1,1,1,Bank Withdrawal,0.0,664.58,0
0,0,0,0,2588.95,1,0,2588.95,1,63,48,0,5125-CNDSP,California,Male,1,1,DSL,0,One Year,40.6,1,0,0,Bank Withdrawal,0.0,0.0,0
0,0,0,0,127.04,1,1,87.3,1,2,32,0,3620-MWJNE,California,Male,0,1,DSL,0,Month-to-Month,54.45,1,0,0,Credit Card,0.0,39.74,0
0,1,40,1,5313.4,0,1,5116.6,1,56,63,0,1020-JPQOW,California,Female,1,0,Fiber Optic,1,Month-to-Month,90.55,0,1,0,Bank Withdrawal,0.0,156.8,0
1,3,0,1,8286.06,1,1,5861.75,1,59,49,1,6103-LIANB,California,Male,0,0,Fiber Optic,1,Two Year,99.5,1,1,1,Credit Card,0.0,2424.31,0
